year_bin,anomaly,eccentricity,obliquity,perihelion,insolation,global_insolation,delta_eccentricity,delta_obliquity,delta_perihelion,delta_insolation,delta_global_insolation,perihelion_lagged_20,perihelion_lagged_50,eccentricity_lagged_20,eccentricity_lagged_50,obliquity_lagged_20,obliquity_lagged_50,insolation_lagged_20,insolation_lagged_50
-432000,-9.087,-1.427,-1.369,0.155,-0.555,-1.07,0.839,1.126,0.508,0.696,0.136,-0.466,0.591,0.116,-1.021,-1.021,1.529,-1.271,1.136
-430000,-8.487,-1.346,-1.021,0.605,-0.139,-1.061,0.839,1.126,0.492,0.789,0.041,-0.088,0.843,-0.046,-1.021,-0.905,1.065,-0.572,1.103
-428000,-7.097,-1.346,-0.442,1.035,0.185,-1.036,-0.041,1.877,0.471,0.614,0.232,0.289,1.117,-0.128,-0.859,-0.558,0.601,0.188,0.919
-426000,-5.025,-1.265,0.138,1.454,0.369,-1.011,0.839,1.877,0.458,0.345,0.232,0.665,1.406,-0.29,-0.777,-0.21,0.138,0.786,0.598
-424000,-3.178,-1.184,0.717,0.571,0.354,-0.986,0.839,1.877,-0.968,-0.034,0.232,1.041,1.717,-0.371,-0.615,0.138,-0.326,0.999,0.08
-422000,-3.609,-1.102,1.181,-1.6,0.257,-0.96,0.839,1.502,-2.381,-0.19,0.232,1.415,-1.813,-0.452,-0.534,0.601,-0.789,0.931,-0.536
-420000,-3.432,-1.021,1.645,-1.215,0.187,-0.935,0.839,1.502,0.421,-0.138,0.232,0.506,-1.478,-0.615,-0.371,0.949,-1.137,0.615,-1.132
-418000,-2.388,-1.021,1.877,-0.833,0.218,-0.91,-0.041,0.75,0.418,0.052,0.232,-1.687,-1.136,-0.696,-0.209,1.297,-1.369,0.274,-1.578
-416000,-2.033,-0.94,1.877,-0.453,0.43,-0.884,0.839,-0.001,0.415,0.4,0.232,-1.307,-0.785,-0.859,-0.046,1.413,-1.369,0.066,-1.64
-414000,-2.26,-0.859,1.877,-0.076,0.736,-0.859,0.839,-0.001,0.413,0.578,0.232,-0.926,-0.431,-0.94,0.035,1.529,-1.369,0.016,-1.363
-412000,-2.0,-0.859,1.645,0.299,1.028,-0.834,-0.041,-0.753,0.41,0.552,0.232,-0.537,-0.073,-1.021,0.197,1.297,-1.137,0.155,-0.672
-410000,-1.353,-0.859,1.181,0.673,1.186,-0.817,-0.041,-1.504,0.408,0.296,0.136,-0.139,0.285,-1.184,0.279,1.065,-0.905,0.347,0.165
-408000,-0.625,-0.777,0.717,1.052,1.029,-0.8,0.839,-1.504,0.415,-0.304,0.136,0.27,0.646,-1.265,0.36,0.601,-0.558,0.455,0.9
-406000,-0.757,-0.777,0.254,1.43,0.624,-0.792,-0.041,-1.504,0.414,-0.779,0.041,0.694,1.006,-1.346,0.441,0.138,-0.21,0.416,1.338
-404000,-1.102,-0.777,-0.326,0.526,-0.013,-0.792,-0.041,-1.88,-0.992,-1.222,-0.054,1.138,1.368,-1.427,0.522,-0.442,0.138,0.137,1.204
-402000,-1.489,-0.777,-0.789,-1.659,-0.673,-0.792,-0.041,-1.504,-2.397,-1.265,-0.054,1.601,1.729,-1.508,0.604,-0.905,0.486,-0.267,0.7
-400000,-2.07,-0.777,-1.253,-1.273,-1.145,-0.8,-0.041,-1.504,0.423,-0.906,-0.149,-0.487,-0.479,-1.508,0.685,-1.369,0.833,-0.694,-0.053
-398000,-2.564,-0.859,-1.485,-0.883,-1.374,-0.817,-0.922,-0.753,0.427,-0.444,-0.244,-1.285,-1.403,-1.508,0.685,-1.601,1.065,-1.015,-0.735
-396000,-3.028,-0.859,-1.717,-0.491,-1.237,-0.842,-0.041,-0.753,0.429,0.256,-0.339,-0.79,-1.042,-1.508,0.766,-1.717,1.065,-1.075,-1.017
-394000,-3.45,-0.94,-1.717,-0.096,-0.909,-0.868,-0.922,-0.001,0.431,0.622,-0.339,-0.309,-0.68,-1.508,0.766,-1.717,1.181,-0.923,-0.898
-392000,-4.216,-0.94,-1.717,0.3,-0.493,-0.893,-0.041,-0.001,0.434,0.79,-0.339,0.155,-0.319,-1.427,0.766,-1.369,1.065,-0.555,-0.285
-390000,-4.492,-1.021,-1.485,0.697,-0.146,-0.927,-0.922,0.75,0.433,0.656,-0.434,0.605,0.044,-1.346,0.685,-1.021,0.949,-0.139,0.521
-388000,-5.025,-1.102,-1.021,1.097,0.001,-0.96,-0.922,1.502,0.438,0.275,-0.434,1.035,0.409,-1.346,0.685,-0.442,0.717,0.185,1.237
-386000,-4.433,-1.184,-0.674,1.498,0.011,-0.994,-0.922,1.126,0.438,0.014,-0.434,1.454,0.775,-1.265,0.685,0.138,0.37,0.369,1.634
-384000,-3.596,-1.265,-0.094,0.622,-0.053,-1.028,-0.922,1.877,-0.96,-0.127,-0.434,0.571,1.143,-1.184,0.604,0.717,0.022,0.354,1.404
-382000,-4.529,-1.427,0.37,-1.532,-0.067,-1.061,-1.802,1.502,-2.363,-0.032,-0.434,-1.6,1.512,-1.102,0.522,1.181,-0.326,0.257,0.757
-380000,-4.241,-1.508,0.833,-1.093,0.082,-1.087,-0.922,1.502,0.481,0.278,-0.339,-1.215,0.6,-1.021,0.441,1.645,-0.558,0.187,-0.198
-378000,-5.052,-1.59,1.297,-0.626,0.353,-1.112,-0.922,1.502,0.511,0.513,-0.339,-0.833,-1.596,-1.021,0.36,1.877,-0.905,0.218,-1.102
-376000,-5.799,-1.671,1.645,-0.104,0.695,-1.129,-0.922,1.126,0.571,0.647,-0.244,-0.453,-1.221,-0.94,0.279,1.877,-1.021,0.43,-1.611
-374000,-7.201,-1.752,1.877,0.479,0.98,-1.137,-0.922,0.75,0.639,0.54,-0.149,-0.076,-0.844,-0.859,0.197,1.877,-1.137,0.736,-1.712
-372000,-6.014,-1.752,1.992,1.098,1.052,-1.137,-0.041,0.375,0.677,0.132,-0.054,0.299,-0.466,-0.859,0.116,1.645,-1.021,1.028,-1.271
-370000,-5.85,-1.671,1.877,1.683,0.932,-1.129,0.839,-0.377,0.64,-0.235,0.041,0.673,-0.088,-0.859,-0.046,1.181,-0.905,1.186,-0.572
-368000,-7.373,-1.59,1.645,-1.661,0.6,-1.104,0.839,-0.753,-3.666,-0.639,0.232,1.052,0.289,-0.777,-0.128,0.717,-0.558,1.029,0.188
-366000,-7.492,-1.427,1.297,-1.19,0.222,-1.078,1.719,-1.128,0.515,-0.728,0.232,1.43,0.665,-0.777,-0.29,0.254,-0.21,0.624,0.786
-364000,-7.557,-1.346,0.717,-0.763,-0.066,-1.036,0.839,-1.88,0.468,-0.555,0.422,0.526,1.041,-0.777,-0.371,-0.326,0.138,-0.013,0.999
-362000,-7.443,-1.184,0.138,-0.347,-0.211,-0.986,1.719,-1.88,0.455,-0.281,0.517,-1.659,1.415,-0.777,-0.452,-0.789,0.601,-0.673,0.931
-360000,-7.955,-1.021,-0.442,0.056,-0.161,-0.918,1.719,-1.88,0.441,0.089,0.707,-1.273,0.506,-0.777,-0.615,-1.253,0.949,-1.145,0.615
-358000,-8.401,-0.859,-1.021,0.454,-0.048,-0.851,1.719,-1.88,0.435,0.211,0.707,-0.883,-1.687,-0.859,-0.696,-1.485,1.297,-1.374,0.274
-356000,-8.755,-0.777,-1.485,0.847,-0.019,-0.775,0.839,-1.504,0.429,0.049,0.802,-0.491,-1.307,-0.859,-0.859,-1.717,1.413,-1.237,0.066
-354000,-8.767,-0.615,-1.949,1.237,-0.154,-0.691,1.719,-1.504,0.427,-0.263,0.897,-0.096,-0.926,-0.94,-0.94,-1.717,1.529,-0.909,0.016
-352000,-7.81,-0.452,-2.065,1.627,-0.543,-0.598,1.719,-0.377,0.427,-0.748,0.992,0.3,-0.537,-0.94,-1.021,-1.717,1.297,-0.493,0.155
-350000,-7.471,-0.371,-1.949,-1.841,-1.031,-0.497,0.839,0.375,-3.802,-0.937,1.087,0.697,-0.139,-1.021,-1.184,-1.485,1.065,-0.146,0.347
-348000,-7.289,-0.209,-1.601,-1.458,-1.43,-0.404,1.719,1.126,0.419,-0.767,0.992,1.097,0.27,-1.102,-1.265,-1.021,0.601,0.001,0.455
-346000,-7.838,-0.128,-1.137,-1.079,-1.591,-0.312,0.839,1.502,0.415,-0.313,0.992,1.498,0.694,-1.184,-1.346,-0.674,0.138,0.011,0.416
-344000,-8.478,0.035,-0.558,-0.706,-1.277,-0.211,1.719,1.877,0.408,0.594,1.087,0.622,1.138,-1.265,-1.427,-0.094,-0.442,-0.053,0.137
-342000,-8.755,0.116,0.022,-0.337,-0.615,-0.109,0.839,1.877,0.403,1.258,1.087,-1.532,1.601,-1.427,-1.508,0.37,-0.905,-0.067,-0.267
-340000,-7.497,0.197,0.717,0.026,0.36,-0.017,0.839,2.253,0.397,1.856,0.992,-1.093,-0.487,-1.508,-1.508,0.833,-1.369,0.082,-0.694
-338000,-5.082,0.279,1.181,0.386,1.348,0.076,0.839,1.502,0.393,1.882,0.992,-0.626,-1.285,-1.59,-1.508,1.297,-1.601,0.353,-1.015
-336000,-3.052,0.36,1.645,0.741,2.021,0.16,0.839,1.502,0.388,1.28,0.897,-0.104,-0.79,-1.671,-1.508,1.645,-1.717,0.695,-1.075
-334000,0.468,0.441,1.877,1.093,2.275,0.244,0.839,0.75,0.385,0.478,0.897,0.479,-0.309,-1.752,-1.508,1.877,-1.717,0.98,-0.923
-332000,-0.648,0.522,1.877,1.444,1.872,0.32,0.839,-0.001,0.384,-0.773,0.802,1.098,0.155,-1.752,-1.427,1.992,-1.369,1.052,-0.555
-330000,-1.387,0.604,1.761,1.795,1.09,0.396,0.839,-0.377,0.384,-1.499,0.802,1.683,0.605,-1.671,-1.346,1.877,-1.021,0.932,-0.139
-328000,-1.832,0.685,1.413,-1.709,0.081,0.463,0.839,-1.128,-3.841,-1.931,0.707,-1.661,1.035,-1.59,-1.346,1.645,-0.442,0.6,0.185
-326000,-2.706,0.685,0.949,-1.358,-0.839,0.522,-0.041,-1.504,0.384,-1.763,0.612,-1.19,1.454,-1.427,-1.265,1.297,0.138,0.222,0.369
-324000,-3.222,0.766,0.37,-1.004,-1.348,0.573,0.839,-1.88,0.387,-0.978,0.517,-0.763,0.571,-1.346,-1.184,0.717,0.717,-0.066,0.354
-322000,-3.589,0.766,-0.21,-0.648,-1.451,0.624,-0.041,-1.88,0.39,-0.202,0.517,-0.347,-1.6,-1.184,-1.102,0.138,1.181,-0.211,0.257
-320000,-4.451,0.847,-0.674,-0.29,-1.021,0.666,0.839,-1.504,0.391,0.815,0.422,0.056,-1.215,-1.021,-1.021,-0.442,1.645,-0.161,0.187
-318000,-5.247,0.847,-1.137,0.069,-0.345,0.699,-0.041,-1.504,0.393,1.286,0.327,0.454,-0.833,-0.859,-1.021,-1.021,1.877,-0.048,0.218
-316000,-4.393,0.847,-1.369,0.431,0.362,0.725,-0.041,-0.753,0.396,1.343,0.232,0.847,-0.453,-0.777,-0.94,-1.485,1.877,-0.019,0.43
-314000,-3.206,0.847,-1.485,0.793,0.85,0.742,-0.041,-0.377,0.396,0.927,0.136,1.237,-0.076,-0.615,-0.859,-1.949,1.877,-0.154,0.736
-312000,-4.065,0.847,-1.485,1.154,0.832,0.75,-0.041,-0.001,0.394,-0.041,0.041,1.627,0.299,-0.452,-0.859,-2.065,1.645,-0.543,1.028
-310000,-4.573,0.847,-1.253,1.514,0.439,0.75,-0.041,0.75,0.394,-0.755,-0.054,-1.841,0.673,-0.371,-0.859,-1.949,1.181,-1.031,1.186
-308000,-5.491,0.847,-0.905,0.586,-0.266,0.742,-0.041,1.126,-1.018,-1.351,-0.149,-1.458,1.052,-0.209,-0.777,-1.601,0.717,-1.43,1.029
-306000,-5.458,0.847,-0.442,-1.628,-0.968,0.733,-0.041,1.502,-2.428,-1.347,-0.149,-1.079,1.43,-0.128,-0.777,-1.137,0.254,-1.591,0.624
-304000,-5.723,0.847,0.022,-1.276,-1.362,0.699,-0.041,1.502,0.385,-0.757,-0.434,-0.706,0.526,0.035,-0.777,-0.558,-0.326,-1.277,-0.013
-302000,-4.69,0.847,0.486,-0.927,-1.393,0.666,-0.041,1.502,0.382,-0.064,-0.434,-0.337,-1.659,0.116,-0.777,0.022,-0.789,-0.615,-0.673
-300000,-5.678,0.766,0.833,-0.582,-0.891,0.624,-0.922,1.126,0.378,0.953,-0.529,0.026,-1.273,0.197,-0.777,0.717,-1.253,0.36,-1.145
-298000,-5.672,0.766,1.065,-0.238,-0.098,0.565,-0.041,0.75,0.376,1.508,-0.719,0.386,-0.883,0.279,-0.859,1.181,-1.485,1.348,-1.374
-296000,-6.569,0.685,1.297,0.103,0.832,0.497,-0.922,0.75,0.373,1.77,-0.815,0.741,-0.491,0.36,-0.859,1.645,-1.717,2.021,-1.237
-294000,-5.871,0.604,1.413,0.443,1.631,0.421,-0.922,0.375,0.371,1.519,-0.91,1.093,-0.096,0.441,-0.94,1.877,-1.717,2.275,-0.909
-292000,-5.26,0.522,1.297,0.782,1.982,0.337,-0.922,-0.377,0.37,0.665,-1.005,1.444,0.3,0.522,-0.94,1.877,-1.717,1.872,-0.493
-290000,-4.59,0.441,1.181,1.119,1.914,0.244,-0.922,-0.377,0.369,-0.135,-1.1,1.795,0.697,0.604,-1.021,1.761,-1.485,1.09,-0.146
-288000,-2.966,0.36,0.833,1.455,1.33,0.152,-0.922,-1.128,0.367,-1.121,-1.1,-1.709,1.097,0.685,-1.102,1.413,-1.021,0.081,0.001
-286000,-2.291,0.279,0.601,1.79,0.524,0.051,-0.922,-0.753,0.366,-1.544,-1.195,-1.358,1.498,0.685,-1.184,0.949,-0.674,-0.839,0.011
-284000,-2.239,0.197,0.138,-1.731,-0.321,-0.042,-0.922,-1.504,-3.86,-1.619,-1.1,-1.004,0.622,0.766,-1.265,0.37,-0.094,-1.348,-0.053
-282000,-2.448,0.116,-0.21,-1.4,-1.02,-0.135,-0.922,-1.128,0.361,-1.339,-1.1,-0.648,-1.532,0.766,-1.427,-0.21,0.37,-1.451,-0.067
-280000,-3.094,-0.046,-0.674,-1.074,-1.374,-0.227,-1.802,-1.504,0.357,-0.682,-1.1,-0.29,-1.093,0.847,-1.508,-0.674,0.833,-1.021,0.082
-278000,-3.412,-0.128,-1.021,-0.75,-1.459,-0.32,-0.922,-1.128,0.354,-0.169,-1.1,0.069,-0.626,0.847,-1.59,-1.137,1.297,-0.345,0.353
-276000,-3.437,-0.209,-1.253,-0.434,-1.237,-0.387,-0.922,-0.753,0.345,0.42,-0.815,0.431,-0.104,0.847,-1.671,-1.369,1.645,0.362,0.695
-274000,-5.162,-0.29,-1.485,-0.124,-0.875,-0.455,-0.922,-0.753,0.339,0.685,-0.815,0.793,0.479,0.847,-1.752,-1.485,1.877,0.85,0.98
-272000,-5.604,-0.371,-1.485,0.18,-0.443,-0.505,-0.922,-0.001,0.332,0.821,-0.624,1.154,1.098,0.847,-1.752,-1.485,1.992,0.832,1.052
-270000,-5.818,-0.371,-1.485,0.476,-0.035,-0.539,-0.041,-0.001,0.324,0.772,-0.434,1.514,1.683,0.847,-1.671,-1.253,1.877,0.439,0.932
-268000,-6.179,-0.371,-1.253,0.77,0.279,-0.547,-0.041,0.75,0.32,0.595,-0.149,0.586,-1.661,0.847,-1.59,-0.905,1.645,-0.266,0.6
-266000,-5.858,-0.371,-0.905,1.059,0.497,-0.547,-0.041,1.126,0.316,0.41,-0.054,-1.628,-1.19,0.847,-1.427,-0.442,1.297,-0.968,0.222
-264000,-4.739,-0.371,-0.442,1.349,0.555,-0.514,-0.041,1.502,0.317,0.106,0.327,-1.276,-0.763,0.847,-1.346,0.022,0.717,-1.362,-0.066
-262000,-4.134,-0.29,0.138,1.639,0.496,-0.472,0.839,1.877,0.318,-0.119,0.422,-0.927,-0.347,0.847,-1.184,0.486,0.138,-1.393,-0.211
-260000,-3.678,-0.209,0.717,-0.634,0.289,-0.396,0.839,1.877,-2.493,-0.401,0.802,-0.582,0.056,0.766,-1.021,0.833,-0.442,-0.891,-0.161
-258000,-3.295,-0.128,1.297,-1.62,0.019,-0.303,0.839,1.877,-1.081,-0.52,0.992,-0.238,0.454,0.766,-0.859,1.065,-1.021,-0.098,-0.048
-256000,-2.791,0.035,1.761,-1.316,-0.228,-0.185,1.719,1.502,0.332,-0.479,1.278,0.103,0.847,0.685,-0.777,1.297,-1.485,0.832,-0.019
